id,ref,alt._#,exc,garden_#_(PPM),peristyle_type,garden_size,peristyle_size,property_size,percent_of_property,shape,peristyle_proportion,orientation_of_peristyle,alignment_with_atrium,direction_from_atrium,peristyle_direction_from_main_entrance,peristyle_direction_from_2nd_entrance,atria,atrium_column_style,tablinum,tablinum_type,access_to_garden...23,pluteus,pluteus_height,pluteus_width,pluteus_description,pluteus_decoration,fence,fence_height,order,walkways,walkway_sides...33,walkway_width_min,walkway_width_max...35,narrowest_walkway_dir,widest_walkway_dir,portico_sides...38,columns,pillars,total_frstdng_supports,engaged,column_material,bases,main_shaft_decoration,lower_shaft_decoration,lower_decoration_height,lower_decoration_proportion,pillar_surface_treatment,column_diameter,column_height,proportion,walkway_width_max...53,avg_intercolumniation,intercolumniation_range,intercolumniation_deviation,ratio_diam_to_intercolumniation,decoration,painting_style...59,pavement,furniture,table_(Moss/_Cohon),table_position...63,sculpture,oscillae,water...66,dining,other_features,cisterns,other_finds,other_gardens...71,visible_from_entrance?,visible_from_atrium?,orientation,private_bath,plants...76,atrium_direction...77,largest_room_direction...78,notes...79,water...80,pools...81,pool_surface,pool_position...83,pool_depth,fountain_in_pool,channel_material,channel_type,channel_width,channel_sides,fountains...90,date_(Richardson),entrance_from_street?,lararium_(Boyce/Orr)...93,upper_story,large_room_on_axis?,...96,...97,connection_to_water_supply,rooms_accessed...99,#_areas_accessed,lararium_(Boyce),altar...102,aedicula,simple_niche,sacellum...105,walkway_notes,pools...107,pool_position...108,rectangular,rect_with_exedra,square,apsidal,circular,semicircular,other,painting_style...116,garden_painting,myth_painting,landscape,animal_painting,other_painting,access_to_garden...122,atrium_direction...123,largest_room_direction...124,other_gardens...125,connection_to_water,building_type,rooms_accessed...128,stairs/_corridors_accessed,total_areas_accessed,visited?,measured?,entrance_photo?,walkway_sides...134,portico_sides...135,walkway_N,walkway_S,walkway_E,walkway_W,portico_N,portico_S,portico_E,portico_W,shrine_direction,aedicula_(on_axis),niche_w/_aedicula,niche,altar...148,painting,sacellum...150,lararium_(Boyce/Orr)...151,tables,cupboards,triclinia_(masonry),triclinia_(wood),seating,1_support_table,2_support_table,3_support_table,4_support_table,notes...161,table_position...162,table_function,fountains...164,pools...165,plants...166,cavities,planters_/boxes,vines,furrows_/beds,unspecified,brick_supports,opus_mixtum_supports,masonry_supports,stone_supports,stone_blocks
VIII.07.26/27_house,"Hamilton 1777:7; Mazois 2:55, pl.16; Nicc 2 69; Fior Des 358--not in PPM",NA,1765-82,14,truncated,NA,335,665,0.5037593984962406,quad,NA,N-S,aligned,S,S (not visible),NA,1 tuscan,NA,no,NA,NA,no? (sunken garden),NA,NA,NA,NA,NA,NA,unknown,1,1 (W),NA,NA,NA,NA,1 (N),5,0,5,1 (E),brick,yes,fluted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,unusual plan--atrium is reached via two entrance rooms; info on column appearance from illustration in Hamilton 1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atrium 8,N,N,no,NA,res,3,NA,3,no,no,yes,1,1 (N),1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry,masonry,masonry,masonry,masonry
VIII.07.24_House of the Sculptor,"Mazois 2:54, pl. 16, 17; Nicc 2 dg 69; FiorDesc 357; Ov-Mau 281-2, fig 156-7; Jash 198",NA,1795-8,NA,tru,NA,250,500,50,NA,1.75,N-S,non-standard,S,not visible,NA,1,NA,"yes, closed",NA,stairs from atrium,yes,NA,NA,"on corners only, open on center of each side",unknown,NA,NA,NA,4,"N, S, E, W",NA,NA,NA,NA,NA,14,NA,14,NA,brick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"? table, perhaps Coh 191/2--seems to have been found in atrium (331)",NA,NA,NA,fountain in center (Jash) or maybe just a basin or pool leading to a cistern (Mazois),NA,NA,"2 cistern mouths (E, W)",NA,no,no,no?,other,NA,NA,N,N,destroyed/collapsed; at a higher level than atrium,fountain in center (Jash) or maybe just a basin or pool leading to a cistern (Mazois),pool in center?,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,no,NA,yes,NA,NA,NA,yes,6,6,no,NA,NA,NA,NA,NA,well in center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zIX.01.12_shophouse,"Nicc 2:70; Fior Sc 62, Desc 369-70",NA,1856,h,truncated,NA,50,260,0.19230769230769232,NA,NA,N-S,perp,E,E,NA,1 tuscan,NA,no,NA,NA,yes,NA,NA,NA,NA,NA,NA,unknown,3,"3 (N, S, W)",NA,NA,NA,NA,"3 (N, S, W)",3,0,3,2 (E),brick and plaster,NA,painted red?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd style: purple/black dado, yellow/black main zone, white above (PPM 8:899); traces of 1st style E (Laidlaw 272)",3rd,NA,NA,no,NA,NA,NA,NA,NA,niche S,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,square stone in 1 corner,NA,4,NA,NA,NA,? niche at S,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,NA,NA,NA,NA,NA,atrium b,W,N,no,NA,res/com,"4 rooms, 1 stair",1,5,no,no,yes,"3 (N, S, W)","3 (N, S, W)",1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry and plaster,masonry and plaster,masonry and plaster,masonry and plaster,masonry and plaster
zIX.01.20_House of Epidius Rufus,BdI 1867:45; Breton 486; AdI 1872:30; Fior Sc 62; Jash 1:236,NA,1865-6,u/z,truncated,NA,370,975,0.37948717948717947,NA,NA,N-S,aligned,N,N,NA,1 Corinthian,Doric,yes,window,NA,yes (garden raised),55,NA,NA,NA,NA,NA,unknown,1,1 (S),NA,NA,NA,NA,1 (S),3,0,3,0,brick and plaster,no,unknown,NA,NA,NA,NA,41,NA,?,NA,NA,NA,NA,NA,?,?,NA,NA,?,?,NA,NA,NA,NA,two cistern heads in colonnade,NA,"5 amphorae, some filled with lime, and 2 dolia",NA,yes,yes,NA,NA,form-long beds and furrows N to S--vegetable garden,NA,NA,garden is on two levels above pavement of walkway; pluteus measurement from Breton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200-80 BCE,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,corridor from atrium,S,S,1 hort,NA,res,"4 rooms, 1 hortus",NA,5,2011,2011,yes,1 (S),1 (S),NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,form-long beds and furrows N to S--vegetable garden,NA,NA,NA,yes,NA,masonry and plaster; stone capitals,masonry and plaster; stone capitals,masonry and plaster; stone capitals,masonry and plaster; stone capitals,masonry and plaster; stone capitals
zIX.01.22/29_House of M. Epidius Sabinus north,"BdI 1876:85; Breton 480; Fior Sc 64, Desc 375",NA,NA,y,truncated,NA,165,955,0.17277486910994763,rectangle,NA,E-W,perp,N,N,NA,2 tuscan,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,Doric,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",9,0,9,"5 (3 remain, W)",op incert or tufa and plaster,no,"fluted above, smooth and red below",NA,1.2,0.336,NA,50,3.57,7.1,NA,NA,NA,NA,NA,"1st style (Laidlaw 276) N,W,E--revivalist (see also Mau 1882:101)",1st,cocciopesto with white chips,NA,no,NA,NA,NA,NA,NA,NA,NA,many amphorae,NA,yes (both),yes (both),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry with intonaco,NA,NA,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st,NA,NA,NA,NA,NA,atrium at IX.1.29,E,N,1 trunc,NA,res,"2 rooms, 1 stair",NA,3,2015,2015,"2015, 2013","3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,opus mixtum,opus mixtum,opus mixtum,opus mixtum,opus mixtum
zIX.01.22/29_House of M. Epidius Sabinus south,BdI 1867:48; Breton 478-9; Fiorelli Sc 63-4; Des 373,NA,1865-6,m,truncated,NA,90,955,0.09424083769633508,rectangle,NA,N-S,perp,W,W,N,2 tuscan,NA,yes,"2 doors--1 wide, 1 narrow; 2 steps",NA,yes S (partly sunken garden),66 (max),NA,NA,"y-silver vases on yellow ground under columns, blue panels with fish between",yes (N) holes 55 cm,NA,Doric,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",9,0,9,0,brick and plaster,no (Breton 478 says there are plaster bases),"reeded, yellow?",NA,NA,NA,NA,38,2.5 (N); 3.2 (S),6.6; 8.4,NA,NA,NA,NA,NA,"garden painting W; walls with black dado with plants, red panels in main zone, tapestry borders (4th)",4th,cocciopesto with white chips,NA,no,NA,NA,NA,rectangular pool (2.38 x 2.71) with jet and painted fish; other fountains now lost; smaller rectangular pool with jet,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,Breton says the area was paved but Fiorelli calls it a viridarium--found no evidence of paving; portico 70 cm higher than garden on N and E,NA,1 rect marble; 1 rect with concavity of masonry (2.38 x 2.71),6.45,"1 W, 1 center E",masonry 60,yes-marble,coccio,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th?,yes (W),NA,NA,NA,NA,tablinum h,S,N,1 trunc,yes,res,4,NA,4,2015,2015,"2015, 2013","3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pool (2.38 x 2.71) with jet and painted fish; other fountains now lost; smaller rectangular pool with jet,1 rect marble; 1 rect with concavity of masonry,NA,NA,NA,NA,NA,NA,"pillars   and plaster, column tufa","pillars brick and masonry and plaster, column tufa","pillars brick and masonry and plaster, column tufa","pillars brick and masonry and plaster, column tufa","pillars brick and masonry and plaster, column tufa"
zIX.02.10_House of Chlorus and Caprasia,"GdS 1(1868-9):309; GdS 2:6-7; Fior Sc 56, 165 n.156; Desc 380",house 62 (GdS 1); house 7 (GdS 2),1869,b/c,truncated,NA,105,320,0.328125,NA,NA,square,NA,NA,E,NA,0,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,unknown,2,"2 (S, E)",NA,NA,NA,NA,1 (S),4,0,4,NA,op list and plaster,NA,painted red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,nude boy with dog at his feet and holding a rabbit (MN 120 527)--possibly garden decoration,NA,NA,NA,terracotta puteal,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 (S, E, W)",NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entrance corridor a,NA,W?,no,NA,NA,9,NA,9,no,no,yes,"2 (S, E)",1 (S),NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone,stone,stone,stone,stone
zIX.02.16_House of Princess Margherita/ House of Bellerophon,BdI 1871:201; Fior Sc 57; Des 384; Boyce 81,NA,1869-71,n,truncated,NA,60,355,0.16901408450704225,rect,NA,E-W,aligned,W,W (not visible),NA,1 unk,NA,yes,wide door,NA,?,NA,NA,NA,NA,NA,NA,unknown,1,1 (E),NA,NA,NA,NA,1 (E),2,0,2,5 (1 NE and S colonnade),op list,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,arched niche N,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,"originally open to S, but closed to make corridor and rooms",NA,NA,NA,NA,NA,NA,NA,round,NA,"2 (S, E)",NA,NA,NA,"niche, rectangular, N (395)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tablinum k, corridor l or entrance IX.2.15",E,E,no,NA,NA,1,NA,1,no,no,no,1 (E),1 (E),NA,NA,1,NA,NA,NA,1,NA,N,NA,NA,N,NA,NA,NA,"niche, rectangular, N (395)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone,stone,stone,stone,stone
zIX.02.17_house,"BdI 1871:198-9; Fior Sc 57, Desc 385; Boyce 81",NA,NA,h,truncated,NA,75,350,0.21428571428571427,rect,NA,N-S,perp,W,W (not visible),NA,1 tuscan,NA,yes,closed,NA,"yes, only at NW",NA,NA,NA,y-lararium painting NW,NA,NA,Doric,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",5,0,5,6-S and W colonnades,op inc (lime) and plaster; eng. op inc (lava/lime),NA,"unfluted?; white above, red below",NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,traces of 1st style S (Laidlaw 284),NA,NA,NA,no,NA,NA,NA,NA,NA,aedicula lararium; travertine puteal,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,square,NA,"2 (N, E)",NA,NA,NA,painting showing red aedicula on pluteus N (397),yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corridor g,E,E,no,NA,res,4,NA,4,no,no,no,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,N,NA,NA,NA,NA,N,NA,painting showing red aedicula on pluteus N (397),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone (tufa),stone (tufa),stone (tufa),stone (tufa),stone (tufa)
zIX.02.18_House of Curvius Marcellus,BdI 1871:196; Fior Sc 57-8; Des 385; Boyce 81,NA,NA,h,truncated,NA,60,310,0.1935483870967742,rect,NA,square,square,W,W,NA,1 tuscan,NA,yes,wide door,NA,"yes, op inc",50,NA,NA,NA,NA,NA,Doric,2,"2 (S, E)",NA,NA,NA,NA,"2 (S, E)",3,0,3,NA,brick and plaster; tufa capitals?,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cocciopesto-undecorated (S),3rd? Gb 283,NA,NA,no,NA,NA,NA,NA,NA,niche shrine N,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry,NA,NA,"3 (S, E, W)",NA,NA,NA,"niche, rect, N with painted altar below (399)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd? Gb 283,NA,NA,NA,NA,NA,tablinum e or corridor g,E,W,no,NA,res,6,NA,6,no,no,no,"2 (S, E)","2 (S, E)",NA,1,1,NA,NA,1,1,NA,N2,NA,NA,N,NA,N,NA,"niche, rect, N with painted altar below (399, Gb V75)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone (tufa) and plaster,stone (tufa) and plaster,stone (tufa) and plaster,stone (tufa) and plaster,stone (tufa) and plaster
zIX.02.21_house,"BdI 1871:193; Fior Sc 58, Des 387; Boyce 81-2",NA,NA,i/k,truncated,NA,95,325,0.2923076923076923,rectangle,NA,E-W,perp,S,S,W,1 tuscan,NA,yes,wide door,NA,"yes, with planting groove",NA,NA,NA,NA,NA,NA,unknown,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",1,2 (1 L-shaped),3,NA,op list and plaster,NA,"unfluted, red below?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high red dado E portico,other-high red dado,NA,NA,no,NA,statue base,NA,NA,NA,aedicula shrine S; altar,NA,NA,NA,yes (walkway only),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 (N, E)",NA,NA,NA,"altar, perhaps with statue base (401); niche with aedicula façade S (402)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other-high red dado,NA,NA,NA,NA,NA,"tablinum g, room e/f, or corridor p from IX.2.19",N,E,no,NA,res,4,NA,4,no,no,no,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,"S, UNK",NA,S,NA,UNK,NA,NA,"altar, perhaps with statue base (401); niche with aedicula façade S (402, Gb V76)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
zIX.02.26_House of M. Casellius Marcellus,"GdS 2 (1870-3):35-6; BdI 1871:179; Fior Sc 59, Desc 388",IX.2.18 GdS,1869,n/o,truncated,NA,160,390,0.41025641025641024,NA,NA,N-S,aligned,S,S,NA,1 tuscan,NA,"yes (aligned with ent., not atrium)",wide door,NA,yes,NA,NA,NA,y-painted red,NA,NA,NA,1,1 (N),NA,NA,NA,NA,1 (N),0,4,4,NA,?plaster,NA,NA,NA,unknown,NA,painted yellow (red to height of pluteus??),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,travertine puteal,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry,NA,NA,"2 (N, E)",NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tablinum I, corridor k, or corridor l",N,N,no,NA,res,2,NA,2,no,no,no,1 (N),1 (N),1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufa,tufa,tufa,tufa,tufa
zIX.02.27_house,"GdS 2:10; BdI 1871:177; Fior Sc 59, Des 389; Boyce 82",NA,1870,c,truncated,NA,70,200,0.35,NA,NA,N-S,NA,NA,S,NA,0,NA,NA,NA,NA,yes,43,"39, 43",NA,NA,NA,NA,Doric,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",4,0,4,3,brick and plaster,NA,Doric flutes,NA,NA,NA,NA,46,2.84,6.17,NA,NA,NA,NA,NA,remains of black dado on garden wall,NA,NA,NA,no,NA,boy with dolphin (Ward-Perkins/Claridge 142),NA,NA,NA,shrine with masonry altar W,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry,round (S),NA,4,NA,NA,NA,shrine W enclosed by two walls and with altar (405),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entrance IX.2.27,NA,E,no,NA,NA,"4 rooms, 1 stair",1,5,2017,2017,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,W2,W (no),NA,NA,W,NA,NA,"shrine W enclosed by two walls and with altar (405, Gb V77)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufa and plaster,tufa and plaster,tufa and plaster,tufa and plaster,tufa and plaster
zIX.03.05_House of Marcus Lucretius,"MB 14 frontis, 11-13, pl AB; BAN 4*1856):56, 86; Breton 391, 395-6; Dyer 455, 459-60; Dwyer Osc 271-3",NA,1847,18,truncated,45,65,770,0.08441558441558442,quad,NA,E-W,aligned,E,E,NA,2 Tuscan,NA,yes,large window,NA,yes,76,NA,NA,y-garden painting,NA,NA,NA,3,"3 (N, S, E)",NA,NA,NA,NA,"2 (N, E)",0,2,2,0,brick and masonry and plaster,NA,NA,NA,NA,NA,"red below, white and/or garden painting above",NA,NA,NA,NA,NA,NA,NA,NA,garden paintings,4th?,lavapesto with white chips,table support?,A49 (Satyr--429-30),N center,"yes-Silenus, fauns, putti, animals, 4 herms; 5-6 oscillae (3 peltae, 1 tondo, 1 rect, possibly 1 mask)",5-6 (Dwyer coll VIII 271-3),round pool with central jet; niche fountain with statue,NA,"high podium (74cm) on N wall, perhaps for flowers",NA,terracotta altar,NA,yes,yes,NA,NA,NA,NA,NA,raised garden (1 meter),NA,1 round,2.84,center,0.7,yes,coccio,NA,NA,"3 (N, E, W)",NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th?,yes (not in DeCar),NA,NA,NA,NA,corridor/rooms 10/19/20/24 from atrium 2; tablinum 33 and corridor 24 from atrium 29,W,S,no,yes,res,"3 rooms, 1 corridor, 1 stair",2,5,"2011, 2010",2011,yes,"2 (S, E)",1 (E),NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"altar, small terracotta? (not in Boyce)",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,aedicula; pool with central jet,1 round,NA,NA,NA,NA,NA,NA,tufa and plaster; pillars yes,tufa and plaster; pillars brick and plaster,tufa and plaster; pillars brick and plaster,tufa and plaster; pillars brick and plaster,tufa and plaster; pillars brick and plaster
zIX.03.15_house,ArchZeit 1847:144; Fior Sc 52; Desc 396; Boyce 84,"IX.3.5, Fiorelli",NA,i/k,truncated,NA,125,360,0.3472222222222222,quad,NA,N-S,aligned,N,N,NA,1 tuscan,NA,no,NA,NA,yes,NA,NA,NA,NA,NA,NA,Doric,3,"3 (N, S, W)",NA,NA,NA,NA,"3 (N, S, W)",8,0,8,2 (E),brick and plaster; stone capitals,NA,unfluted?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"portico 3rd style with black dado, red main zone (PPM 9:338)",3rd,NA,NA,no,NA,NA,NA,NA,NA,aedicula lararium E,NA,NA,NA,yes (walkway only),yes (walkway only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 (N, S, W)",NA,NA,NA,aedicula E (414),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,NA,NA,NA,NA,NA,corridor from atrium,S,S,no,NA,res,6,NA,6,no,no,no,"3 (N, S, W)","3 (N, S, W)",1,1,1,NA,1,1,1,NA,E,E (no),NA,NA,NA,NA,NA,"aedicula E (414, Gb V79)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tufa and stucco, SW of","tufa and stucco, SW of brick and masonry","tufa and stucco, SW of brick and masonry","tufa and stucco, SW of brick and masonry","tufa and stucco, SW of brick and masonry"
zIX.05.02_House of Achilles,Sogliano NSc 1878:146; Mau BdI 1879:27; Viola 32; Nicc 4:13,NA,NA,p,tru,NA,65,435,15,NA,1.18E-2,E-W,perp,S,S,NA,1 Tuscan,NA,"double, wide door",NA,tablinum,yes,6,NA,"rectangular stones, perhaps on S only?",NA,NA,NA,Doric,4,"N, S, E, W",1,1.86,E,S,NA,4,3,7,NA,brick and masonry,no,NA,NA,NA,NA,NA,30,NA,NA,1.88 (south),NA,NA,NA,NA,W with intonaco in preparation for decoration (Sogliano 146),undecorated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,perpendicular,no,NA,north,south,arcade on E and W; in poor condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, at IX.5.22",no,NA,yes,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zIX.05.09_House of the Pygmies,"Fiorelli NSc 1877:274; Mau BdI 1879:131, 134-7; Nicc 4:14",NA,NA,i,truncated,NA,115,370,0.3108108108108108,NA,NA,N-S,aligned,S,S,NA,1 tuscan,NA,no,NA,NA,yes,NA,NA,NA,y-birds and plants on black ground (both sides),NA,NA,unknown,3,"3 (N, S, E)",NA,NA,NA,NA,"3(N, S, E)",5,0,5,NA,masonry (regular stone blocks) and plaster,NA,unfluted; yellow with painted garlands and birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"animal painting W and NW; walkway with red and yellow panels with motifs in the center (flying goat, parrot, swan, mask), E images of men working",4th,NA,NA,no,NA,male and female theatrical masks (Mau BdI 1879:131),NA,NA,NA,terracotta puteal,NA,amphorae,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,square,NA,"3 (N, S, E)",NA,NA,NA,NA,NA,yes (smallish),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,NA,NA,NA,yes (W),NA,atrium b,N,S,no,NA,res,5,NA,5,no,no,yes,"3 (N, S, E)","3(N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,unknown,unknown,unknown,unknown
